QMTCODE,JJCODE,NAME,CLASS1,CLASS2,CLASS3,CONCEPTIONS,BENCHMARK
002230.SZ,SZSE.002230,科大讯飞,计算机,软件开发,横向通用软件,"AIGC概念,AI应用,ChatGPT概念,HS300_,MSCI中国,阿里概念,标准普尔,超清视频,车联网(车路云),独角兽,多模态AI,富时罗素,工业互联,国产软件,互联医疗,华为概念,机器人概念,量子科技,人工智能,人脑工程,人形机器人,融资融券,商汤概念,深成500,深股通,深证100R,生物识别,数字孪生,无人驾驶,无线耳机,信创,雄安新区,虚拟数字人,央视50_,元宇宙概念,远程办公,在线教育,智慧城市,智能穿戴,智能家居,中特估",A
002236.SZ,SZSE.002236,大华股份,计算机,计算机设备,安防设备,"AI应用,AI智能体,DeepSeek概念,HS300_,MSCI中国,PPP模式,标准普尔,长江三角,超清视频,车联网(车路云),充电桩,电商概念,电子车牌,多模态AI,富时罗素,股权激励,国家安防,毫米波概念,鸿蒙概念,机构重仓,机器人概念,机器视觉,人工智能,融资融券,深成500,深股通,深证100R,生物识别,时空大数据,数据要素,算力概念,网络安全,无人机,无人驾驶,物联网,新能源车,信创,远程办公,云计算,证金持股,智慧城市,智能家居",A
002241.SZ,SZSE.002241,歌尔股份,电子,消费电子,消费电子零部件及组装,"AI眼镜,HS300_,LED,MSCI中国,标准普尔,传感器,独角兽,富时罗素,富士康,工业互联,国产芯片,华为概念,混合现实,机构重仓,茅指数,苹果概念,融资融券,深成500,深股通,深证100R,无人机,无线耳机,小米概念,星闪概念,虚拟现实,元宇宙概念,增强现实,证金持股,智能穿戴,智能电视,智能家居",A
002244.SZ,SZSE.002244,滨江集团,房地产,房地产开发,住宅开发,"2025中报预增,MSCI中国,标准普尔,长江三角,富时罗素,固态电池,旅游概念,融资融券,深成500,深股通,养老概念,证金持股,中证500,租售同权",B
002245.SZ,SZSE.002245,蔚蓝锂芯,电力设备,电池,锂电池,"2025中报预增,LED,MiniLED,长江三角,储能,创投,氮化镓,低空经济,固态电池,国产芯片,机器人概念,钠离子电池,人形机器人,融资融券,深成500,深股通,锂电池",A
002248.SZ,SZSE.002248,华东数控,机械设备,通用设备,机床工具,"2025中报预增,工业母机,铁路基建,新型工业化",A
002252.SZ,SZSE.002252,上海莱士,医药生物,生物制品,血液制品,"HS300_,MSCI中国,标准普尔,病毒防治,长江三角,富时罗素,机构重仓,免疫治疗,融资融券,深成500,深股通,深证100R,体外诊断",B
002261.SZ,SZSE.002261,拓维信息,计算机,软件开发,垂直应用软件,"DeepSeek概念,MSCI中国,阿里概念,边缘计算,车联网(车路云),大数据,东数西算,独角兽,富时罗素,工业互联,鸿蒙概念,华为昇腾,华为概念,华为欧拉,机器人概念,人工智能,融资融券,深成500,深股通,网络游戏,信创,液冷概念,远程办公,云计算,在线教育,智慧政务,中证500",A
002267.SZ,SZSE.002267,陕天然气,公用事业,燃气Ⅱ,燃气Ⅲ,"标准普尔,富时罗素,融资融券,深股通,天然气,西部大开发,央国企改革,证金持股",C
002271.SZ,SZSE.002271,东方雨虹,建筑材料,装修建材,防水材料,"MSCI中国,QFII重仓,标准普尔,冰雪经济,参股保险,储能,地下管网,电商概念,房屋检测,富时罗素,海工装备,海绵城市,茅指数,融资融券,深成500,深股通,水利建设,铁路基建,新材料,雄安新区,中证500,装配建筑",B
002273.SZ,SZSE.002273,水晶光电,电子,光学光电子,光学元件,"3D摄像头,AI手机,AI眼镜,MSCI中国,标准普尔,长江三角,超清视频,独角兽,富时罗素,国家安防,基金重仓,激光雷达,蓝宝石,苹果概念,人形机器人,荣耀概念,融资融券,深成500,深股通,生物识别,太阳能,无人驾驶,小米概念,虚拟现实,元宇宙概念,增强现实,智能穿戴,中证500",A
002281.SZ,SZSE.002281,光迅科技,通信,通信设备,通信网络设备及器件,"2025中报预增,5G概念,CPO概念,F5G概念,MSCI中国,百度概念,标准普尔,抖音概念(字节概念),富时罗素,光通信模块,国产芯片,湖北自贸,华为概念,激光雷达,量子科技,融资融券,深成500,深股通,央国企改革,液冷概念,一带一路,中证500",A
002290.SZ,SZSE.002290,禾盛新材,家用电器,家电零部件Ⅱ,家电零部件Ⅲ,"2025三季报预增,2025中报预增,AI芯片,DeepSeek概念,长江三角,国产芯片,人工智能,深股通,新材料",B
002292.SZ,SZSE.002292,奥飞娱乐,传媒,影视院线,影视动漫制作,"ChatGPT概念,NFT概念,标准普尔,电商概念,富时罗素,谷子经济,股权激励,跨境电商,盲盒经济,人工智能,融资融券,深股通,网红经济,网络游戏,虚拟数字人,虚拟现实,婴童概念,影视概念,元宇宙概念",A
002294.SZ,SZSE.002294,信立泰,医药生物,化学制药,化学制剂,"MSCI中国,标准普尔,参股保险,创新药,单抗概念,富时罗素,减肥药,融资融券,深成500,深股通,深圳特区,央视50_,医疗器械概念,证金持股,中证500",B
002299.SZ,SZSE.002299,圣农发展,农林牧渔,养殖业,肉鸡养殖,"2025中报预增,标准普尔,富时罗素,鸡肉概念,冷链物流,融资融券,社区团购,深成500,深股通,食品安全,预制菜概念,中证500",C
002304.SZ,SZSE.002304,洋河股份,食品饮料,白酒Ⅱ,白酒Ⅲ,"HS300_,MSCI中国,白酒,标准普尔,参股保险,参股券商,长江三角,超级品牌,富时罗素,机构重仓,融资融券,深成500,深股通,深证100R,央国企改革,证金持股",B
002311.SZ,SZSE.002311,海大集团,农林牧渔,饲料,水产饲料,"HS300_,MSCI中国,标准普尔,富时罗素,融资融券,深成500,深股通,深证100R,水产养殖,猪肉概念",C
002315.SZ,SZSE.002315,焦点科技,商贸零售,互联网电商,跨境电商,"AIGC概念,AI应用,AI智能体,ERP概念,长江三角,创投,电商概念,股权激励,互联金融,跨境电商,人工智能,深股通,信创,养老金,云计算,在线教育",B
002317.SZ,SZSE.002317,众生药业,医药生物,中药Ⅱ,中药Ⅲ,"2025中报预增,标准普尔,病毒防治,长寿药,创新药,辅助生殖,富时罗素,肝炎概念,减肥药,流感,融资融券,深股通,维生素,养老概念,幽门螺杆菌概念,中药概念",B
002318.SZ,SZSE.002318,久立特材,钢铁,特钢Ⅱ,特钢Ⅲ,"标准普尔,长江三角,超超临界发电,富时罗素,航母概念,核能核电,融资融券,深成500,深股通,新材料,养老金,页岩气,中证500",B
002327.SZ,SZSE.002327,富安娜,纺织服饰,服装家纺,家纺,"2025中报预减,标准普尔,电商概念,股权激励,深股通,深圳特区,网红经济,婴童概念",C
002335.SZ,SZSE.002335,科华数据,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,"5G概念,储能,大数据,东数西算,富时罗素,核能核电,华为概念,机构重仓,节能环保,量子科技,融资融券,深成500,深股通,数据中心,太阳能,腾讯云,新能源,液冷概念,云计算,中证500",A
002338.SZ,SZSE.002338,奥普光电,国防军工,军工电子Ⅱ,军工电子Ⅲ,"工业母机,国产芯片,军工,空间站概念,融资融券,商业航天,深股通,虚拟现实,央国企改革,医疗器械概念,专精特新",A
002340.SZ,SZSE.002340,格林美,电力设备,电池,电池化学品,"GDR,MSCI中国,标准普尔,储能,大数据,动力电池回收,独角兽,富时罗素,固态电池,降解塑料,节能环保,垃圾分类,钠离子电池,汽车拆解,氢能源,燃料电池,融资融券,深成500,深股通,深圳特区,石墨烯,尾气治理,稀缺资源,稀土永磁,小金属概念,新能源车,云计算,中证500,锂电池",A
002345.SZ,SZSE.002345,潮宏基,纺织服饰,饰品,钟表珠宝,"C2M概念,NFT概念,电商概念,黄金概念,盲盒经济,培育钻石,深股通,网红经济,小红书概念,新零售,医疗美容",C
002352.SZ,SZSE.002352,顺丰控股,交通运输,物流,快递,"AH股,HS300_,MSCI中国,REITs概念,标准普尔,车联网(车路云),大数据,低空经济,富时罗素,军民融合,跨境电商,快递概念,冷链物流,区块链,人工智能,融资融券,深成500,深股通,深证100R,深圳特区,无人机,云计算",C
002353.SZ,SZSE.002353,杰瑞股份,机械设备,专用设备,能源及重型设备,"MSCI中国,标准普尔,动力电池回收,富时罗素,海工装备,融资融券,深成500,深股通,天然气,页岩气,一带一路,油气设服,中俄贸易概念,中证500",A
002364.SZ,SZSE.002364,中恒电气,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,"5G概念,阿里概念,百度概念,边缘计算,标准普尔,长江三角,充电桩,储能,氮化镓,第三代半导体,富时罗素,高压快充,工业互联,核能核电,华为概念,换电概念,人工智能,融资融券,深股通,数据中心,太阳能,碳交易,特高压,虚拟电厂,智能电网",A
002371.SZ,SZSE.002371,北方华创,电子,半导体,半导体设备,"HS300_,MSCI中国,OLED,百元股,半导体概念,标准普尔,氮化镓,第三代半导体,富时罗素,高带宽内存,光刻机(胶),国产芯片,华为概念,华为海思,茅指数,宁组合,融资融券,深成500,深股通,深证100R,太阳能,央国企改革,中芯概念,锂电池",A
002379.SZ,SZSE.002379,宏创控股,有色金属,工业金属,铝,"并购重组概念,机构重仓,融资融券,深股通",A
002380.SZ,SZSE.002380,科远智慧,计算机,IT服务Ⅱ,IT服务Ⅲ,"AI应用,边缘计算,长江三角,超超临界发电,工业互联,国产软件,华为概念,机器人概念,垃圾分类,人工智能,深股通,新型工业化,信创,虚拟电厂,智慧城市,专精特新",A
002385.SZ,SZSE.002385,大北农,农林牧渔,饲料,畜禽饲料,"2025中报扭亏,北交所概念,标准普尔,反内卷概念,富时罗素,合成生物,互联金融,粮食概念,农业种植,融资融券,乳业,深成500,深股通,生物疫苗,水产养殖,乡村振兴,消毒剂,移动支付,中证500,猪肉概念,转基因",C
002396.SZ,SZSE.002396,星网锐捷,通信,通信设备,通信网络设备及器件,"2025中报预增,5G概念,F5G概念,IPv6,WiFi,标准普尔,车联网(车路云),富时罗素,华为概念,人工智能,人脑工程,融资融券,深股通,数据中心,数字货币,数字经济,网络安全,物联网,信创,央国企改革,移动支付,元宇宙概念,云计算,在线教育,证金持股,智能家居",A
002402.SZ,SZSE.002402,和而泰,电子,消费电子,消费电子零部件及组装,"2025中报预增,5G概念,DeepSeek概念,MSCI中国,半导体概念,标准普尔,储能,大数据,氮化镓,第三代半导体,富时罗素,国产芯片,毫米波概念,华为海思,机器人概念,军工,汽车热管理,人工智能,融资融券,商业航天,深成500,深股通,深圳特区,卫星互联网,物联网,小米概念,小米汽车,一带一路,智能穿戴,智能家居,中证500",A
002409.SZ,SZSE.002409,雅克科技,电子,半导体,半导体材料,"MSCI中国,OLED,半导体概念,标准普尔,存储芯片,氟化工,富时罗素,高带宽内存,工业气体,光刻机(胶),国产芯片,磷化工,融资融券,深成500,深股通,中芯概念,中证500,专精特新",A
002410.SZ,SZSE.002410,广联达,计算机,软件开发,垂直应用软件,"AI应用,标准普尔,国产软件,人工智能,融资融券,深成500,深股通,数字孪生,物联网,雄安新区,央视50_,云计算,中证500",A
002422.SZ,SZSE.002422,科伦药业,医药生物,化学制药,化学制剂,"HS300_,MSCI中国,标准普尔,超级真菌,创新药,富时罗素,肝炎概念,合成生物,基金重仓,流感,融资融券,深成500,深股通,深证100R,西部大开发,幽门螺杆菌概念",B
002432.SZ,SZSE.002432,九安医疗,医药生物,医疗器械,体外诊断,"2025中报预增,Kimi概念,贬值受益,创投,多模态AI,互联医疗,流感,破净股,融资融券,深成500,深股通,数据要素,体外诊断,物联网,小米概念,新零售,新能源车,医疗器械概念,智能穿戴,中证500",B
002436.SZ,SZSE.002436,兴森科技,电子,元件,印制电路板,"5G概念,PCB,半导体概念,标准普尔,低空经济,富时罗素,高带宽内存,光通信模块,国产芯片,互联金融,华为概念,军工,军民融合,融资融券,深成500,深股通,深圳特区,中证500",A
002444.SZ,SZSE.002444,巨星科技,机械设备,通用设备,其他通用设备,"IPO受益,MSCI中国,QFII重仓,贬值受益,标准普尔,参股银行,储能,电商概念,富时罗素,机器人概念,激光雷达,跨境电商,人工智能,融资融券,深成500,深股通,无人驾驶,智能家居,中证500",A
002448.SZ,SZSE.002448,中原内配,汽车,汽车零部件,底盘与发动机系统,"贬值受益,华为概念,机器人概念,氢能源,燃料电池,深股通,无人机,无人驾驶",B
002459.SZ,SZSE.002459,晶澳科技,电力设备,光伏设备,光伏电池组件,"HIT电池,HS300_,MSCI中国,反内卷概念,富时罗素,股权激励,融资融券,深成500,深股通,太阳能,特高压,转债标的",A
002460.SZ,SZSE.002460,赣锋锂业,有色金属,能源金属,锂,"AH股,HS300_,MSCI中国,标准普尔,储能,动力电池回收,反内卷概念,富时罗素,固态电池,人形机器人,融资融券,深成500,深股通,深证100R,特斯拉,无线耳机,小金属概念,新材料,新能源车,锂电池,锂矿概念",A
002463.SZ,SZSE.002463,沪电股份,电子,元件,印制电路板,"2025中报预增,5G概念,HS300_,MSCI中国,PCB,标准普尔,富时罗素,国产芯片,华为概念,基金重仓,融资融券,深成500,深股通,深证100R,无人驾驶,新能源车,云计算",A
002465.SZ,SZSE.002465,海格通信,国防军工,军工电子Ⅱ,军工电子Ⅲ,"2025中报预减,5G概念,6G概念,DeepSeek概念,MSCI中国,北斗导航,标准普尔,车联网(车路云),低空经济,飞行汽车(eVTOL),富时罗素,国产软件,国产芯片,航母概念,华为概念,军工,军民融合,人工智能,融资融券,商业航天,深成500,深股通,卫星互联网,无人机,物联网,虚拟现实,央国企改革,智慧城市,中证500",A
002466.SZ,SZSE.002466,天齐锂业,有色金属,能源金属,锂,"2025中报扭亏,AH股,HS300_,MSCI中国,标准普尔,刀片电池,动力电池回收,反内卷概念,富时罗素,固态电池,机构重仓,融资融券,深成500,深股通,深证100R,特斯拉,无人机,西部大开发,新材料,证金持股,锂电池,锂矿概念",A
002469.SZ,SZSE.002469,三维化学,建筑装饰,专业工程,化学工程,"储能,电商概念,节能环保,煤化工,氢能源,融资融券,社保重仓,深股通,太阳能,新材料",B
002472.SZ,SZSE.002472,双环传动,汽车,汽车零部件,底盘与发动机系统,"MSCI中国,QFII重仓,创投,独角兽,基金重仓,机器人概念,机器人执行器,减速器,融资融券,深成500,深股通,特斯拉,铁路基建,新能源车,中证500",B
002475.SZ,SZSE.002475,立讯精密,电子,消费电子,消费电子零部件及组装,"3D摄像头,5G概念,AI眼镜,CPO概念,HS300_,MSCI中国,标准普尔,电子烟,富时罗素,华为概念,混合现实,基金重仓,机构重仓,机器人概念,茅指数,苹果概念,融资融券,深成500,深股通,深证100R,深圳特区,铜缆高速连接,无线充电,无线耳机,新能源车,虚拟现实,液冷概念,证金持股,智能穿戴,智能家居,转债标的",A
002487.SZ,SZSE.002487,大金重工,电力设备,风电设备,风电零部件,"2025中报预增,东北振兴,风能,股权激励,互联金融,融资融券,深成500,深股通,水利建设,养老金",A
002497.SZ,SZSE.002497,雅化集团,基础化工,化学制品,民爆制品,"2025三季报预增,IPO受益,标准普尔,成渝特区,反内卷概念,富时罗素,工业互联,机器人概念,军民融合,民爆概念,融资融券,深成500,深股通,特斯拉,西部大开发,稀土永磁,雅下水电概念,锂电池,锂矿概念",A
